gene,count
ATAD3A,11132
ATAD3B,13127
ATAD3C,3388
ATAD5,31895
ATAT1,37135
ATCAY,3952
ATE1,195819
ATF1,65721
ATF2,67434
ATF3,80358
ATF4,11568
ATF5,10173
ATF6,97240
ATF6B,131635
ATF7,44205
ATF7IP,173228
ATF7IP2,8415
ATG10,40164
ATG101,51891
ATG12,134622
ATG13,113956
ATG14,32570
ATG16L1,22826
ATG16L2,51481
ATG2A,29136
ATG2B,48693
ATG3,403617
ATG4A,48396
ATG4B,47909
ATG4C,49675
ATG4D,27598
ATG5,158156
ATG7,58352
ATG9A,37626
ATG9B,15748
ATIC,58904
ATL1,7706
ATL2,139964
ATL3,233486
ATM,80821
ATMIN,20398
ATN1,109713
ATOH1,2823
ATOH7,9672
ATOH8,13148
ATOSA,202785
ATOSB,36325
ATOX1,69851
ATP10A,6434
ATP10B,26274
ATP10D,77045
ATP11A,86049
ATP11B,323640
ATP11C,63936
ATP12A,5649
ATP13A1,69214
ATP13A2,4733
ATP13A3,178683
ATP13A4,14370
ATP13A5,2763
ATP1A1,270603
ATP1A2,5748
ATP1A4,3248
ATP1B1,10499
ATP1B2,9385
ATP1B4,4806
ATP23,23995
ATP2A1,390
ATP2A2,563443
ATP2A3,55047
ATP2B1,130188
ATP2B2,5006
ATP2B3,2009
ATP2B4,141594
ATP2C1,305481
ATP2C2,11339
ATP4A,4552
ATP4B,3768
ATP5F1A,230198
ATP5F1B,1093
ATP5F1C,95355
ATP5F1D,27348
ATP5MC1,20156
ATP5MC2,49007
ATP5MC3,29013
ATP5ME,10542
ATP5MF,5028
ATP5MG,14832
ATP5MGL,6498
ATP5MJ,37300
ATP5MK,4109
ATP5PD,5477
ATP5PF,128576
ATP5PO,3208
ATP6AP1,211428
ATP6AP2,82234
ATP6V0A1,29107
ATP6V0A2,74842
ATP6V0A4,7983
ATP6V0B,28102
ATP6V0C,4141
ATP6V0D1,5930
ATP6V0D2,4756
ATP6V0E1,68033
ATP6V0E2,16753
ATP6V1A,145271
ATP6V1B1,9287
ATP6V1B2,99726
ATP6V1C1,110974
ATP6V1C2,8758
ATP6V1D,133504
ATP6V1E1,6334
ATP6V1E2,6714
ATP6V1F,45493
ATP6V1FNB,5901
ATP6V1G1,163601
ATP6V1G2,10092
ATP6V1G3,3941
ATP6V1H,74996
ATP7A,108867
ATP7B,7246
ATP8A1,49621
ATP8A2,5432
ATP8B1,94073
ATP8B2,114100
ATP8B3,10274
ATP8B4,18513
ATP9A,67080
ATP9B,103546
ATPAF1,128990
ATPAF2,26751
ATPSCKMT,33716
ATR,72248
ATRAID,130869
ATRIP,4462
ATRN,61715
ATRNL1,6333
ATRX,184370
ATXN1,48649
ATXN10,61586
ATXN1L,38121
ATXN2,107234
ATXN2L,175598
ATXN3,102848
ATXN3L,8061
ATXN7,85292
ATXN7L1,47767
ATXN7L2,11065
ATXN7L3,73266
ATXN7L3B,33281
AUH,31179
AUNIP,33458
AUP1,191802
AURKA,40843
AURKB,65336
AURKC,6894
AUTS2,34752
AVEN,20681
AVIL,7408
AVL9,69449
AVPI1,44265
AVPR1A,57301
AVPR1B,4088
AVPR2,1349
AWAT1,4860
AWAT2,1772
AXDND1,494
AXIN1,46443
AXIN2,11699
AXL,152593
AZGP1,2278
AZI2,90430
AZIN1,130389
AZIN2,10077
AZU1,2064
B2M,1789579
B3GALNT1,32543
B3GALNT2,21860
B3GALT1,5223
B3GALT2,6221
B3GALT4,16355
B3GALT5,5630
B3GALT6,17874
B3GALT9,13569
B3GAT1,6432
B3GAT2,4341
B3GAT3,27595
B3GLCT,64927
B3GNT2,57767
B3GNT3,23497
B3GNT4,7572
B3GNT5,601598
B3GNT6,6910
B3GNT7,19157
B3GNT8,3501
B3GNT9,16351
B3GNTL1,7094
B4GALNT1,7775
B4GALNT2,6691
B4GALNT3,22815
B4GALNT4,8823
B4GALT1,145871
B4GALT2,62924
B4GALT3,67803
B4GALT4,4047
B4GALT5,70049
B4GALT6,10032
B4GALT7,39848
B4GAT1,44403
B9D1,17522
B9D2,20953
BAALC,11382
BAAT,2749
BABAM1,90884
BABAM2,40872
BACE1,32369
BACE2,140027
BACH1,444086
BACH2,26480
BAD,36532
BAG1,92593
BAG2,28665
BAG3,271604
BAG4,12671
BAG5,73781
BAG6,101442
BAHCC1,13611
BAHD1,18088
BAIAP2,55202
BAIAP2L1,102308
BAIAP2L2,1461
BAIAP3,4424
BAK1,9728
BAMBI,49067
BANF1,52362
BANF2,3299
BANK1,28895
BANP,12482
BAP1,90596
BARD1,142179
BARHL1,1556
BARHL2,2167
BARX1,1549
BARX2,15997
BASP1,16422
BATF,10480
