gene,count
MDM4,18103
LRRN2,1282
NFASC,1084
CNTN2,37
TMEM81,445
RBBP5,2624
DSTYK,2142
TMCC2,269
NUAK2,1031
KLHDC8A,126
LEMD1,579
BLACAT1,313
CDK18,1978
MFSD4A,164
ELK4,5250
SLC45A3,312
NUCKS1,21044
RAB29,2496
SLC41A1,1676
PM20D1,52
SLC26A9,106
RAB7B,854
CTSE,84
RHEX,173
AVPR1B,79
IKBKE,1008
RASSF5,1170
EIF2D,4547
DYRK3,866
MAPKAPK2,11757
IL10,142
IL19,57
IL20,341
IL24,137
FCMR,695
PIGR,729
FCAMR,58
C1ORF116,1314
PFKFB2,1638
YOD1,1367
C4BPB,194
C4BPA,115
CD55,6892
CR2,41
CR1,204
CR1L,91
CD46,14389
CD34,1390
PLXNA2,1226
CAMK1G,136
